car_name,price,link,image,seller,place_of_sale,upload_time,view
"Giá xe Outlander, Outlander 2017 phiên bản mới nhập khẩu nguyên chiếc, Mitsubishi Outlander...",900 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2039893/Gia-xe-Outlander-Outlander-2017-phien-ban-moi-nhap-khau-nguyen-chiec-Mitsubishi-Outlander-2017.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/04/28/585452/14933531137683127525.jpg,ms_diemle,Đà Nẵng,17:03 | 25.11.17,1.661
"Nhanh tay sở hữu xe MIRAGE, tặng ngay 50 triệu đồng, nhìu khuyến mãi...",390.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3030175/Nhanh-tay-so-huu-xe-MIRAGE-tang-ngay-50-trieu-dong-nhiu-khuyen-mai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/05/27/1023275/14958730304642561509.jpg,PhuMitsubishi,Đà Nẵng,09:37 | 18.11.17,95
"Giá xe Hyundai Tucson 2017, hỗ trợ vay 90%, cam kết thủ tục nhanh...",760 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2488873/Gia-xe-Hyundai-Tucson-2017-ho-tro-vay-90-cam-ket-thu-tuc-nhanh-gon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/948145/1458090913686414045.jpg,thanh_taotuan,Đà Nẵng,09:25 | 18.11.17,749
Hyundai Elantra 2017 khuyến mãi 50 triệu tiền mặt và 10 triệu phụ kiện...,565 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2705504/Hyundai-Elantra-2017-khuyen-mai-50-trieu-tien-mat-va-10-trieu-phu-kien-LH-0913034357.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/07/14/948145/146847893207295099.jpg,thanh_taotuan,Đà Nẵng,09:25 | 18.11.17,685
"Giá xe HYUNDAI Santafe Đà Nẵng 2017, Hyundai Đà Nẵng khuyến mãi 230 triệu",898 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2442170/Gia-xe-HYUNDAI-Santafe-Da-Nang-2017-Hyundai-Da-Nang-khuyen-mai-230-trieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/22/948145/14586155086968708991.jpg,thanh_taotuan,Đà Nẵng,09:25 | 18.11.17,1.073
Hyundai Grand i10 Đà Nẵng CKD. Liên hệ để ngay được ưu đãi giá...,340 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2429869/Hyundai-Grand-i10-Da-Nang-CKD-Lien-he-de-ngay-duoc-uu-dai-gia-tot-nhat.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/22/948145/1458632867671448478.jpg,thanh_taotuan,Đà Nẵng,09:25 | 18.11.17,1.119
"Bán xe Mitsubishi Mirage ở Đà nẵng, cho vay 80%, xe nhập giá tốt.Lh:...",390.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2939461/Ban-xe-Mitsubishi-Mirage-o-Da-nang-cho-vay-80-xe-nhap-gia-tot-Lh-Phu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/08/1023275/1481182894296778297.jpg,PhuMitsubishi,Đà Nẵng,17:31 | 16.11.17,103
Mirage xe nhập thái giá sốc tại đà nẵng,368 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2892303/Mirage-xe-nhap-thai-gia-soc-tai-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/10/1002364/14813695284185277225.jpg,Sonxebus,Đà Nẵng,14:04 | 16.11.17,195
"Xe Outlander Đà Nẵng, Giá xe Outlander tốt nhất Đà Nẵng, Khuyến mãi Outlander...",900 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p1314253/Xe-Outlander-Da-Nang-Gia-xe-Outlander-tot-nhat-Da-Nang-Khuyen-mai-Outlander-tai-Mitsubishi-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/03/07/585452/14888588474083679237.jpg,ms_diemle,Đà Nẵng,07:46 | 15.11.17,8.503
Xe Hyundai Elantra màu đỏ siêu sang trọng với giá ưu đãi chỉ 120...,575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3150829/Xe-Hyundai-Elantra-mau-do-sieu-sang-trong-voi-gia-uu-dai-chi-120-trieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/14/1065591/15106724447524471893.jpg,HyundaiDaNang_0947212179,Đà Nẵng,22:15 | 14.11.17,85
Hyundai santafe đà nẵng,1 Tỷ 100 Tr,https://oto.enbac.com/Da-Nang/Xe-hoi/p3150799/Hyundai-santafe-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/14/1065591/15106578062074856861.jpg,HyundaiDaNang_0947212179,Đà Nẵng,18:31 | 14.11.17,81
Hyundai santafe đà nẵng màu trắng,1 Tỷ 100 Tr,https://oto.enbac.com/Da-Nang/Xe-hoi/p3150795/Hyundai-santafe-da-nang-mau-trang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/15/1065591/15107157452473347656.jpg,HyundaiDaNang_0947212179,Đà Nẵng,18:09 | 14.11.17,91
Xe mitsubishi xe nhập khuyến mãi rẻ nhất Đà nẵng,402 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2892277/Xe-mitsubishi-xe-nhap-khuyen-mai-re-nhat-Da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/10/1002364/14813685047405877944.jpg,Sonxebus,Đà Nẵng,15:51 | 14.11.17,152
"Xe mitsubishi mirage đà nẵng, xe nhập, giá tốt,xe đẹp, tiết kiệm nhiên liệu",368 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2892293/Xe-mitsubishi-mirage-da-nang-xe-nhap-gia-tot-xe-dep-tiet-kiem-nhien-lieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/10/1002364/14813695232599788580.jpg,Sonxebus,Đà Nẵng,15:51 | 14.11.17,166
Hyundai i10 active đà nẵng,621 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3150576/Hyundai-i10-active-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/14/1065591/15106440223622643916.jpg,HyundaiDaNang_0947212179,Đà Nẵng,14:25 | 14.11.17,88
Hyundai elantra 1.6l số sàn màu đen,565 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3150546/Hyundai-elantra-1-6l-so-san-mau-den.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/14/1065591/151064297174768350.jpg,HyundaiDaNang_0947212179,Đà Nẵng,14:08 | 14.11.17,80
"Hyundai Creta, giảm ngay 20.000.000, Hyundai Sông Hàn Đà Nẵng. Giá siêu mềm",786 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2537952/Hyundai-Creta-giam-ngay-20-000-000-Hyundai-Song-Han-Da-Nang-Gia-sieu-mem.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/948145/14580908650799307911.jpg,thanh_taotuan,Đà Nẵng,08:04 | 14.11.17,411
HYUNDAI Accent Blue tặng ngay 80triệu tiền mặt. Xe nhập Hàn Quốc.,471 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2458836/HYUNDAI-Accent-Blue-tang-ngay-80trieu-tien-mat-Xe-nhap-Han-Quoc.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/948145/14580907795789443402.jpg,thanh_taotuan,Đà Nẵng,10:18 | 13.11.17,641
"Outlander Mitsubishi Outlander giá tốt ở Đà Nẵng, có hổ trợ vay ngân hàng,...",1 Tỷ 147 Tr,https://oto.enbac.com/Da-Nang/Xe-hoi/p3080813/Outlander-Mitsubishi-Outlander-gia-tot-o-Da-Nang-co-ho-tro-vay-ngan-hang-lai-suat-tot.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/07/15/1046507/1500087067204547415.jpg,mitsubishimotorsdanang,Đà Nẵng,17:06 | 10.11.17,134
"Pajero Sport số sàn máy dầu giá tốt ở Đà Nẵng, xe gầm cao...",704 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3090953/Pajero-Sport-so-san-may-dau-gia-tot-o-Da-Nang-xe-gam-cao-7-cho-co-ban-tra-gop.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/07/24/1046507/1500881157075231833.jpg,mitsubishimotorsdanang,Đà Nẵng,17:06 | 10.11.17,150
"Mitsubishi Đà Nẵng, Outlander 2017, nhập khẩu, mới 100%, giá tốt nhất",972.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2880447/Mitsubishi-Da-Nang-Outlander-2017-nhap-khau-moi-100-gia-tot-nhat.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/11/29/1023275/14803889522035467556.jpg,PhuMitsubishi,Đà Nẵng,11:01 | 10.11.17,132
"Bán xe Mirage tại Đà nẵng, cho vay 80%, xe mới, giá tốt nhất...",390.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2939475/Ban-xe-Mirage-tai-Da-nang-cho-vay-80-xe-moi-gia-tot-nhat-khu-vuc-can-tu-van-lien-he-Phu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/08/1023275/1481182894296778297.jpg,PhuMitsubishi,Đà Nẵng,09:09 | 08.11.17,102
"Bán xe Mirage ở Đà nẵng, xe nhập, giá tốt, cho vay 80%, hỗ...",390.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2939469/Ban-xe-Mirage-o-Da-nang-xe-nhap-gia-tot-cho-vay-80-ho-tro-nhiet-tinh-LH-Phu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/05/27/1023275/1495872390553187574.jpg,PhuMitsubishi,Đà Nẵng,08:42 | 07.11.17,94
"Bán xe Mitsubishi Mirage ở Đà Nẵng, xe nhập khẩu, mới 100%, giá tốt...",390.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2937943/Ban-xe-Mitsubishi-Mirage-o-Da-Nang-xe-nhap-khau-moi-100-gia-tot-nhat-thi-truong-giao-xe-tan-noi.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/08/1023275/14811828824665471979.jpg,PhuMitsubishi,Đà Nẵng,17:38 | 06.11.17,118
HYUNDAI i20 ACTIVE HOÀN TOÀN MỚI giảm ngay 30 triệu tiền mặt. LH: 0913.034.357,596 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2467640/HYUNDAI-i20-ACTIVE-HOAN-TOAN-MOI-giam-ngay-30-trieu-tien-mat-LH-0913-034-357.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/948145/14580906471096783640.jpg,thanh_taotuan,Đà Nẵng,14:10 | 02.11.17,613
Sedan Nhật Nissan Sunny 1.5MT 2017.Khuyến mãi lớn.,463 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2419996/Sedan-Nhat-Nissan-Sunny-1-5MT-2017-Khuyen-mai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2015/06/19/904430/1434678802704630816.jpg,nguyennhatlai1985,Đà Nẵng,13:40 | 26.10.17,532
Nissan Sunny phiên bản 2017 hoàn toàn mới .New 100%,463 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2642250/Nissan-Sunny-phien-ban-2017-hoan-toan-moi-New-100.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/02/17/904430/14556948025591740855.jpg,nguyennhatlai1985,Đà Nẵng,13:39 | 26.10.17,462
Nissan X Trail 2016. Ông vua mới của dòng xe Crossover Cao cấp,933 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2771183/Nissan-X-Trail-2016-Ong-vua-moi-cua-dong-xe-Crossover-Cao-cap.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/08/17/904430/14714250353725891705.jpg,nguyennhatlai1985,Đà Nẵng,13:39 | 26.10.17,230
Xe Nissan Sunny 1.5SE 2016 hoàn toàn mới,463 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2418167/Xe-Nissan-Sunny-1-5SE-2016-hoan-toan-moi.html,//static2.enbaccdn.com/zoom/670_500/ebx/2015/06/18/904430/14346117515033417344.jpg,nguyennhatlai1985,Đà Nẵng,13:26 | 23.10.17,519
"Xe Nissan Sunny 1.5AT 2016,Mới 100%,",463 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2418186/Xe-Nissan-Sunny-1-5AT-2016-Moi-100.html,//static2.enbaccdn.com/zoom/670_500/ebx/2015/06/18/904430/14346123671771135764.jpg,nguyennhatlai1985,Đà Nẵng,13:26 | 23.10.17,476
"Xe Nissan Xtrail 2016, SUV 7 chỗ Xtrail tại Đà Nẵng",954 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2768286/Xe-Nissan-Xtrail-2016-SUV-7-cho-Xtrail-tai-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/08/13/904430/14710524965985544413.jpg,nguyennhatlai1985,Đà Nẵng,10:20 | 12.10.17,300
Nissan X Trail Dòng xe SUV đẳng cấp và sang trọng,933 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2761539/Nissan-X-Trail-Dong-xe-SUV-dang-cap-va-sang-trong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/08/03/904430/14702134982491138804.jpg,nguyennhatlai1985,Đà Nẵng,09:29 | 11.10.17,252
Cần bán xe Hyundai i10 nhập khẩu 100%. Giá bán từ 330 triệu,330 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3026159/Can-ban-xe-Hyundai-i10-nhap-khau-100-Gia-ban-tu-330-trieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/08/02/1045031/1501659673272408989.jpg,hoaibao_1989,Đà Nẵng,15:14 | 10.10.17,199
Hyundai SantaFe 100% nhập khẩu. Khuyến mãi lên đến 100 triệu,1 Tỷ 020 Tr,https://oto.enbac.com/Da-Nang/Xe-hoi/p3027861/Hyundai-SantaFe-100-nhap-khau-Khuyen-mai-len-den-100-trieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/05/25/1045031/14957031577535240452.jpg,hoaibao_1989,Đà Nẵng,15:14 | 10.10.17,141
"Hyundai i10 Sedan 2017 hoàn toàn mới, giá bán từ 370 triệu. Hỗ trợ...",370 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3097380/Hyundai-i10-Sedan-2017-hoan-toan-moi-gia-ban-tu-370-trieu-Ho-tro-tron-goi-DK-xe-DK-grab.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/08/02/1045031/15016614848421258949.jpg,hoaibao_1989,Đà Nẵng,15:14 | 10.10.17,144
Hyundai TUCSON 2017 Hoàn Toàn Mới. Giá Bán 785 triệu. Liên Hệ BẢO,785 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3025741/Hyundai-TUCSON-2017-Hoan-Toan-Moi-Gia-Ban-785-trieu-Lien-He-BAO.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/10/06/1045031/15072793635341988845.jpg,hoaibao_1989,Đà Nẵng,15:14 | 10.10.17,177
Hyundai Elantra 2017 Giá bán từ 565 triệu. Nhập khẩu 100%,565 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3025815/Hyundai-Elantra-2017-Gia-ban-tu-565-trieu-Nhap-khau-100.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/05/23/1045031/1495530428175456597.jpg,hoaibao_1989,Đà Nẵng,15:14 | 10.10.17,192
"Ô tô Nissan Đà Nẵng, X Trail 7 chỗ, giá tốt nhất tại Miền...",933 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2777596/O-to-Nissan-Da-Nang-X-Trail-7-cho-gia-tot-nhat-tai-Mien-Trung.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/08/27/958511/14722866545586793341.jpg,nissandanang1985,Đà Nẵng,09:10 | 09.10.17,279
"Hyundai Tucson Đà Nẵng, xe Tucson 2017 Đà Nẵng, bán xe Tucson Đà Nẵng,...",785 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3118333/Hyundai-Tucson-Da-Nang-xe-Tucson-2017-Da-Nang-ban-xe-Tucson-Da-Nang-LH-Tung-Nguyen-0906-409-199.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/09/12/1060632/15052013825385587840.jpg,tunghyundaisonghan,Đà Nẵng,09:10 | 07.10.17,108
Hyundai CRETA 1.6 100% nhập khẩu. Sở Hữu xe chỉ với 200 triệu,771 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3027633/Hyundai-CRETA-1-6-100-nhap-khau-So-Huu-xe-chi-voi-200-trieu.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/05/25/1045031/14956964068113914720.jpg,hoaibao_1989,Đà Nẵng,15:45 | 06.10.17,201
"Xe Attrage 2016 xe nhập khẩu giá tốt tại Đà Nẵng, bán xe Mitsubishi...",498 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2221479/Xe-Attrage-2016-xe-nhap-khau-gia-tot-tai-Da-Nang-ban-xe-Mitsubishi-Attrage-CVT-2016-tai-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/10/17/615179/14766959596308435631.jpg,ngocdinh01,Đà Nẵng,08:14 | 29.09.17,1.059
"Hyundai accent đà nẵng, giá xe ô tô hyundai accent 2017 đà nẵng, khuyến...",531 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2458341/Hyundai-accent-da-nang-gia-xe-o-to-hyundai-accent-2017-da-nang-khuyen-mai-xe-accent-da-nang-LH-TRONG-PHUONG.html,//static2.enbaccdn.com/zoom/670_500/ebx/2015/07/27/936946/14379694793158614386.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,1.148
"Hyundai creta đà nẵng, giá xe hyundai creta 2017 đà nẵng,LH : TRỌNG PHƯƠNG...",791 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2301192/Hyundai-creta-da-nang-gia-xe-hyundai-creta-2017-da-nang-LH-TRONG-PHUONG-0935-536-365.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/04/12/936946/1460451396264831970.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,785
"Giá xe hyundai tucson 2017 đà nẵng, xe tucson đà nẵng, mua xe tucson...",981 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2490834/Gia-xe-hyundai-tucson-2017-da-nang-xe-tucson-da-nang-mua-xe-tucson-2017-da-nang-gia-tot-hyundai-tucson-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/936946/1458121245209376785.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,1.098
"Giá xe hyundai i20 active tại đà nẵng , ô tô i20 2017 đà...",591 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2319329/Gia-xe-hyundai-i20-active-tai-da-nang-o-to-i20-2017-da-nang-ban-xe-hyundai-i20-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/05/04/936946/14623313152595892611.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,2.421
"Hyundai i10 đà nẵng, bán xe i10 2017 đà nẵng, hyundai i10 nhập khẩu...",372.8 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2294514/Hyundai-i10-da-nang-ban-xe-i10-2017-da-nang-hyundai-i10-nhap-khau-da-nang-gia-tot-i10-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/936946/1458121368857373998.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,1.865
"Hyundai elantra 2017 đà nẵng, giá xe elantra 2017 đà nẵng, elantra đà nẵng",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2294460/Hyundai-elantra-2017-da-nang-gia-xe-elantra-2017-da-nang-elantra-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/07/16/936946/146863531388307678.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,909
"Hyundai santafe 2017 đà nẵng, santafe 7 chỗ đà nẵng , santafe đà nẵng",1 Tỷ 020 Tr,https://oto.enbac.com/Da-Nang/Xe-hoi/p2294570/Hyundai-santafe-2017-da-nang-santafe-7-cho-da-nang-santafe-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/05/13/936946/14631301491121576485.jpg,huongtran686,Đà Nẵng,16:39 | 25.09.17,1.236
"Bán xe Pajero Sport 7 chỗ tại Đà Nẵng, Giá xe Pajero Sport tại...",784 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2890233/Ban-xe-Pajero-Sport-7-cho-tai-Da-Nang-Gia-xe-Pajero-Sport-tai-Da-Nang-Xe-Pajero-Sport-khuyen-mai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/08/615179/14811813325022123192.jpg,ngocdinh01,Đà Nẵng,11:09 | 25.09.17,218
"Bán xe MITSUBISHI không cần trả trước, hỗ trợ 100% giá trị xe. Chỉ...",436 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2894057/Ban-xe-MITSUBISHI-khong-can-tra-truoc-ho-tro-100-gia-tri-xe-Chi-co-tai-Mitsubishi-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/08/615179/14811813556372697834.jpg,ngocdinh01,Đà Nẵng,17:25 | 22.09.17,232
"Hyundai h100 2017 đa nẵng, xe tải h100 đà nẵng, xe 1 tấn đà...",317 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2294546/Hyundai-h100-2017-da-nang-xe-tai-h100-da-nang-xe-1-tan-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/07/30/936946/14698526658839221287.jpg,huongtran686,Đà Nẵng,20:31 | 21.09.17,890
"Giá xe Mirage 2017 số tự động Đà Nẵng, bán xe Mirage CVT 2017...",473 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p1416626/Gia-xe-Mirage-2017-so-tu-dong-Da-Nang-ban-xe-Mirage-CVT-2017-mau-trang-gia-xe-Mirage-so-tu-dong-2017.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/10/25/615179/14773705690653550493.jpg,ngocdinh01,Đà Nẵng,17:07 | 21.09.17,553
"Bán ô tô Mitsubishi Outlander 2.0, màu xám titanium, nhập khẩu, mới 100%",972.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2868317/Ban-o-to-Mitsubishi-Outlander-2-0-mau-xam-titanium-nhap-khau-moi-100.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/11/17/1023275/14793770029924793640.jpg,PhuMitsubishi,Đà Nẵng,11:08 | 16.09.17,228
"Bán Hyundai Elantra 2017, giá tốt nhất thị trường, hỗ trợ trả góp 80%",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3047405/Ban-Hyundai-Elantra-2017-gia-tot-nhat-thi-truong-ho-tro-tra-gop-80.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/12/471050/14972526806788445262.jpg,xiurisu,Đà Nẵng,15:41 | 24.08.17,134
"Bán Hyundai Elantra 2017, Hyundai Đà Nẵng, giá tốt nhất thị trường",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3047529/Ban-Hyundai-Elantra-2017-Hyundai-Da-Nang-gia-tot-nhat-thi-truong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/12/471050/14972538271855163279.jpg,xiurisu,Đà Nẵng,15:40 | 24.08.17,115
"Bán xe Hyundai Elantra 2017, Hyundai Đà Nẵng, giá tốt nhất thị trường",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3044701/Ban-xe-Hyundai-Elantra-2017-Hyundai-Da-Nang-gia-tot-nhat-thi-truong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/12/471050/14972526050702377316.jpg,xiurisu,Đà Nẵng,15:40 | 24.08.17,131
"Hyundai Elantra 2017, giảm giá phụ kiện hấp dẫn, hỗ trợ trả góp đăng...",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3044757/Hyundai-Elantra-2017-giam-gia-phu-kien-hap-dan-ho-tro-tra-gop-dang-ki-Grab.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/12/471050/1497253802437854184.jpg,xiurisu,Đà Nẵng,15:40 | 24.08.17,155
"Bán xe Hyundai Elantra 2017, hỗ trợ trả góp đăng kí Grab",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3044933/Ban-xe-Hyundai-Elantra-2017-ho-tro-tra-gop-dang-ki-Grab.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/12/471050/14972526050702377316.jpg,xiurisu,Đà Nẵng,15:40 | 24.08.17,120
Mitsubishi mirage,378 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2949985/Mitsubishi-mirage.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/01/21/1021327/148497297080133227.jpg,donganhdng,Đà Nẵng,16:29 | 23.08.17,108
"Cần bán TOYOTA INNOVA, 420tr, moi 99%",420 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3100510/Can-ban-TOYOTA-INNOVA-420tr-moi-99.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/08/08/1056495/15021584155205405933.jpg,quockhanh169,Đà Nẵng,09:14 | 08.08.17,164
X Trail 2016 Dòng SUV cao cấp của Nissan.Chiếc Xe của những giải thưởng...,958 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2767555/X-Trail-2016-Dong-SUV-cao-cap-cua-Nissan-Chiec-Xe-cua-nhung-giai-thuong-danh-gia.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/08/12/904430/14709664582944784814.jpg,nguyennhatlai1985,Đà Nẵng,13:09 | 18.07.17,266
"HYUNDAI Avante Tặng ngay 30 triệu tiền mặt và 1,5 triệu tiền phụ kiện....",522 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2446627/HYUNDAI-Avante-Tang-ngay-30-trieu-tien-mat-va-1-5-trieu-tien-phu-kien-Hyundai-Song-Han.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/03/16/948145/14580907260115385388.jpg,thanh_taotuan,Đà Nẵng,14:06 | 12.07.17,620
"Bán xe mirage tại đà nẵng ,giá ưu đãi nhât từ đại ý 3...",452 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2908533/Ban-xe-mirage-tai-da-nang-gia-uu-dai-nhat-tu-dai-y-3-s-ho-tro-vay-nhanh-thu-tuc-nhanh-chong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/12/28/1019199/14829151772324636518.jpg,Mitsubishi_1234,Đà Nẵng,10:54 | 10.07.17,126
"Mitsubishi Đà Nẵng, Outlander 2016, nhập khẩu, mới 100%, giá tốt nhất thị trường",972.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2873907/Mitsubishi-Da-Nang-Outlander-2016-nhap-khau-moi-100-gia-tot-nhat-thi-truong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2016/11/17/1023275/14793770029924793640.jpg,PhuMitsubishi,Đà Nẵng,13:02 | 08.07.17,112
"Chỉ với 190 triệu có thể nhận xe Hyundai Elantra 2017, Grab, giao xe...",575 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3052759/Chi-voi-190-trieu-co-the-nhan-xe-Hyundai-Elantra-2017-Grab-giao-xe-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/06/18/1046673/14977729494483563126.jpg,tamnguyen2411,Đà Nẵng,20:58 | 05.07.17,72
